-1.822989463806152344e+00,-3.472330048680305481e-02
-1.049486994743347168e+00,-1.152337342500686646e-01
-1.073094129562377930e+00,-8.039080351591110229e-02
-2.112194538116455078e+00,-8.147701621055603027e-02
-1.769713521003723145e+00,-3.325108438730239868e-02
-2.152574777603149414e+00,-8.088139444589614868e-02
-1.803781867027282715e+00,-2.910522930324077606e-02
-1.711831092834472656e+00,-2.479076758027076721e-02
-1.318577647209167480e+00,-9.029125422239303589e-02
-1.221970200538635254e+00,-2.250811085104942322e-02
-1.072604775428771973e+00,-9.444576501846313477e-02
-1.131013751029968262e+00,-8.306299895048141479e-02
-2.104889869689941406e+00,-7.984621822834014893e-02
-1.436132550239562988e+00,-9.637343883514404297e-02
-1.387711167335510254e+00,-8.003110438585281372e-02
-1.066760897636413574e+00,-9.432394057512283325e-02
-1.277678489685058594e+00,-4.395014420151710510e-02
-1.847170233726501465e+00,-3.947662189602851868e-02
-1.766927003860473633e+00,-1.636700890958309174e-02
-1.537713289260864258e+00,-2.248500101268291473e-02
-1.837670207023620605e+00,-3.076669946312904358e-02
-2.166382312774658203e+00,-9.042247384786605835e-02
-1.491253137588500977e+00,-1.186928302049636841e-01
-1.125296711921691895e+00,-8.206190168857574463e-02
-1.664666295051574707e+00,-9.073577821254730225e-03
-1.088851809501647949e+00,-8.948063105344772339e-02
-1.740634202957153320e+00,-2.122945152223110199e-02
-1.758311986923217773e+00,-3.023271635174751282e-02
-1.089636683464050293e+00,-4.419426247477531433e-02
-1.081993341445922852e+00,-6.917646527290344238e-02
-1.062601447105407715e+00,-3.875945135951042175e-02
-1.172656774520874023e+00,-3.695673495531082153e-02
-1.799014449119567871e+00,-4.774676263332366943e-02
-1.097125649452209473e+00,-3.128815442323684692e-02
-1.045961499214172363e+00,-1.104378029704093933e-01
-1.790011882781982422e+00,-2.839686907827854156e-02
-1.126311898231506348e+00,-8.368134498596191406e-02
-2.215034961700439453e+00,-1.145087182521820068e-01
-1.080326199531555176e+00,-7.047352939844131470e-02
-1.205382108688354492e+00,-1.549944560974836349e-02
-1.112081170082092285e+00,-2.219302393496036530e-02
-1.822867870330810547e+00,-3.541831672191619873e-02
-1.433190464973449707e+00,-7.694971561431884766e-02
-1.077090740203857422e+00,-8.107149600982666016e-02
-1.171806216239929199e+00,-6.315562129020690918e-02
-1.095614552497863770e+00,-7.646647840738296509e-02
-1.086607336997985840e+00,-6.451468914747238159e-02
-1.754149913787841797e+00,-3.019430860877037048e-02
-2.130209445953369141e+00,-9.264010936021804810e-02
-1.511068105697631836e+00,-1.375356037169694901e-02
-1.328261494636535645e+00,-5.319962278008460999e-02
-1.187533855438232422e+00,-1.122085452079772949e-01
-1.760665893554687500e+00,-1.722577214241027832e-02
-1.864771366119384766e+00,-4.506450891494750977e-02
-1.258466482162475586e+00,-8.073454350233078003e-02
-1.098231554031372070e+00,-3.622805699706077576e-02
-1.423246145248413086e+00,-3.073782473802566528e-02
-1.757051467895507812e+00,-3.192944824695587158e-02
-2.002363204956054688e+00,-7.152549177408218384e-02
-1.728551745414733887e+00,-3.294725343585014343e-02
-2.201847314834594727e+00,-8.139282464981079102e-02
-1.457237958908081055e+00,-6.316797435283660889e-02
-1.571820139884948730e+00,-4.546105116605758667e-02
-1.143766522407531738e+00,-1.672239229083061218e-02
-1.136602997779846191e+00,-8.013860881328582764e-02
-1.124907135963439941e+00,-6.306365877389907837e-02
-1.786808848381042480e+00,-2.120490185916423798e-02
-1.197303056716918945e+00,-3.434427827596664429e-02
-1.840529322624206543e+00,-3.030563145875930786e-02
-1.762204527854919434e+00,-3.958230465650558472e-02
-1.796416997909545898e+00,-2.447977662086486816e-02
-1.098146200180053711e+00,-5.919629335403442383e-02
-1.091589689254760742e+00,-8.094067871570587158e-02
-2.190257549285888672e+00,-8.311234414577484131e-02
-2.200658082962036133e+00,-8.470892906188964844e-02
-1.396767258644104004e+00,-5.546208098530769348e-02
-1.769191861152648926e+00,-3.535011410713195801e-02
-1.260169386863708496e+00,-8.715983480215072632e-02
-1.136142969131469727e+00,-6.118967384099960327e-02
-1.034785389900207520e+00,-1.135906055569648743e-01
-1.823784589767456055e+00,-2.996265143156051636e-02
-1.117536783218383789e+00,-1.023109108209609985e-01
-1.742914438247680664e+00,-2.311716414988040924e-02
-1.781557321548461914e+00,-2.772677503526210785e-02
-1.736187577247619629e+00,-1.490763667970895767e-02
-1.069445013999938965e+00,-9.859129041433334351e-02
-1.105392575263977051e+00,-7.233566045761108398e-02
-2.168668031692504883e+00,-7.913802564144134521e-02
-1.786588191986083984e+00,-2.562090381979942322e-02
-1.206427454948425293e+00,-3.635500743985176086e-02
-1.072446584701538086e+00,-9.716305136680603027e-02
-2.133069992065429688e+00,-8.557923883199691772e-02
-2.102183341979980469e+00,-7.186847180128097534e-02
-1.566060066223144531e+00,-1.940538175404071808e-02
-1.752282500267028809e+00,-3.477166593074798584e-02
-1.260234713554382324e+00,-1.077975109219551086e-01
-1.227575182914733887e+00,-9.993698447942733765e-03
-1.792228341102600098e+00,-3.464421629905700684e-02
-1.321643590927124023e+00,-9.973791241645812988e-02
-1.247320890426635742e+00,-4.789823666214942932e-02
-1.160170555114746094e+00,-5.454227328300476074e-02
-1.832616686820983887e+00,-3.989427909255027771e-02
-1.793378829956054688e+00,-2.471927367150783539e-02
-1.788955807685852051e+00,-3.389576822519302368e-02
-1.047918558120727539e+00,-1.080055013298988342e-01
-1.090120196342468262e+00,-6.570927798748016357e-02
-1.100289463996887207e+00,-4.965692386031150818e-02
-1.721195578575134277e+00,-3.244508802890777588e-02
-1.438536405563354492e+00,-7.565868645906448364e-02
-1.220284938812255859e+00,-9.705548733472824097e-02
-1.544183611869812012e+00,-2.082595787942409515e-02
-1.109449625015258789e+00,-4.958514869213104248e-02
-1.081679582595825195e+00,-1.028981432318687439e-01
-1.199162244796752930e+00,-8.707984536886215210e-02
-1.671000480651855469e+00,-3.603956475853919983e-02
-2.166925430297851562e+00,-7.528744637966156006e-02
-1.132603406906127930e+00,-1.652240939438343048e-02
-1.780833840370178223e+00,-2.455805242061614990e-02
-1.081688523292541504e+00,-8.894480019807815552e-02
-1.734858274459838867e+00,-3.284355998039245605e-02
-1.507384300231933594e+00,-3.617076203227043152e-02
-1.165914773941040039e+00,-6.342349201440811157e-02
-2.131763935089111328e+00,-8.780410885810852051e-02
-2.166124820709228516e+00,-7.073345035314559937e-02
-1.107043385505676270e+00,-9.059719741344451904e-02
-1.727897882461547852e+00,-2.688403055071830750e-02
-1.817590951919555664e+00,-4.204029217362403870e-02
-2.175326347351074219e+00,-8.281809836626052856e-02
-1.066274881362915039e+00,-1.087189018726348877e-01
-2.140528440475463867e+00,-8.745682984590530396e-02
